time,obs0_x,obs0_y,obs0_z,obs1_x,obs1_y,obs1_z,x,y,z,theta,psi,left,right
52.2,21.9754308923617,48.3348653809364,-63.8728302270417,67.215477300237,72.856862050438,-76.1822122482271,53.7846031381144,70.3281744874614,-74.0331017127108,0.09746681127281,1.41122151958478,0,1
52.3,21.9536433587638,48.3973241756316,-63.8857711792968,67.2727403393546,72.8434813754689,-76.1899768195801,53.8185185837997,70.5403386332984,-74.0541220917275,0.10584754555238,1.40074018989519,0,0
52.4,21.9317627728502,48.4597809578318,-63.898712131552,67.3300075142248,72.830060428915,-76.197741390933,53.8551728982058,70.7541608707279,-74.0771068286271,0.115184846608758,1.38766310086606,0,1
52.5,21.9097891215703,48.5222356126824,-63.9116530838072,67.3872787983712,72.8165992027799,-76.205505962286,53.8945709737236,70.9694180075753,-74.1022430467837,0.125340294549795,1.37615061662966,0,0
52.6,21.8877223920035,48.5846880253041,-63.9245940360624,67.4445541653103,72.8030976890838,-76.2132705336389,53.9367217742965,71.1855660727812,-74.1297368426103,0.136332989765294,1.36338010809581,0,1
52.7,21.8655625713587,48.6471380807939,-63.9375349883176,67.5018335885511,72.7895558798634,-76.2210351049919,53.9817048093881,71.402928121053,-74.1598518179216,0.147761251979748,1.3506259330206,0,1
52.8,21.8433096469746,48.7095856642245,-63.9504759405728,67.5591170415958,72.7759737671724,-76.2287996763449,54.0292802708125,71.6197024253003,-74.1924583501952,0.158979066614813,1.3387420254696,0,0
52.9,21.8209636063193,48.7720306606449,-63.963416892828,67.6164044979389,72.7623513430811,-76.2365642476978,54.0793712840117,71.8354636556479,-74.2275232277393,0.170425863281821,1.32447422547735,0,1
53,21.7985244369909,48.8344729550801,-63.9763578450831,67.673695931068,72.7486885996764,-76.2443288190508,54.1318424756669,72.0492613351837,-74.264930109598,0.182165311784418,1.31228179396906,0,0
53.1,21.7759921267173,48.8969124325318,-63.9892987973383,67.7309913144635,72.7349855290619,-76.2520933904038,54.1867470270081,72.2613474430477,-74.3047881698307,0.194537027588189,1.29798385331961,0,1
53.2,21.753366663356,48.9593489779781,-64.0022397495935,67.7882906215985,72.7212421233581,-76.2598579617567,54.2440932642375,72.4714999060507,-74.3470949653091,0.205663358346573,1.28501817860406,0,0
53.3,21.7306480348944,49.0217824763739,-64.0151807018487,67.845593825939,72.7074583747022,-76.2676225331097,54.3040018070586,72.6801346964206,-74.3917850237104,0.21621824033762,1.26935154348156,0,1
53.4,21.70783622945,49.0842128126508,-64.0281216541039,67.902900900944,72.6936342752479,-76.2753871044627,54.3658487770096,72.8849916059961,-74.4382399786647,0.226805602216017,1.25614400866723,0,0
53.5,21.6849312352697,49.1466398717175,-64.0410626063591,67.960211820065,72.6797698171659,-76.2831516758156,54.4297880707185,73.0865402174972,-74.486457924156,0.236162711209169,1.24076203882569,0,1
53.6,21.6619330407308,49.2090635384597,-64.0540035586143,68.0175265567467,72.6658649926435,-76.2909162471686,54.4959642830062,73.2853997828831,-74.5363617724137,0.244883965446913,1.2267072696163,0,0
53.7,21.6388416343403,49.2714836977402,-64.0669445108695,68.0748450844265,72.6519197938849,-76.2986808185216,54.5642757122125,73.4811937089852,-74.5876514433137,0.252290293322979,1.21068222380941,0,1
53.8,21.6156570047353,49.3339002343996,-64.0798854631247,68.1321673765347,72.6379342131107,-76.3064453898745,54.6349052781365,73.6744517206422,-74.6402902091466,0.259365112017368,1.19592281965669,0,1
53.9,21.5923791406828,49.3963130332557,-64.0928264153798,68.1894934064946,72.6239082425586,-76.3142099612275,54.7084043925828,73.866692573987,-74.6945013869621,0.265210726804806,1.18141888411218,0,0
54,21.56900803108,49.458721979104,-64.105767367635,68.2468231477222,72.609841874483,-76.3219745325805,54.783805685397,74.0554495315606,-74.7493754664094,0.27054440994256,1.16493621102216,0,1
54.1,21.5455436649541,49.5211269567179,-64.1187083198902,68.3041565736266,72.595735101155,-76.3297391039334,54.8616469418476,74.2420644621128,-74.8051905549113,0.275468219324868,1.15050124633742,0,0
54.2,21.5219860314623,49.5835278508485,-64.1316492721454,68.3614936576097,72.5815879148624,-76.3375036752864,54.9415627448001,74.4257635744573,-74.861538648365,0.279570338830477,1.13529620700128,0,0
54.3,21.4983351198922,49.6459245462255,-64.1445902244006,68.4188343730665,72.56740030791,-76.3452682466394,55.0240654688421,74.6077249291322,-74.9186926586917,0.283956398954562,1.11926662629424,0,1
